conc_inicio,conc_fin,bonificacion,efectivo,tpg
36058,32014,,10.4,5.62
36060,32014,,13.55,7.32
27065,32014,,14.55,7.86
32087,32014,,3.65,1.97
32088,32014,,9.35,5.05
36061,32014,,13.55,7.32
32089,32014,,3.1,1.67
32090,32014,,1.55,0.84
32091,32014,,6.25,3.38
32092,32014,,9.9,5.35
15091,32014,,18.2,9.83
15090,32014,,11.95,6.46
15092,32014,,16.65,8.99
27066,32014,,19.25,10.4
27021,32014,,16.15,8.72
32032,32014,,2.1,1.13
27025,32014,,19.75,10.67
32036,32014,,1.55,0.84
32037,32014,,3.65,1.97
15093,32014,,16.65,8.99
32003,36009,,2.1,1.13
15007,36009,,13.55,7.32
32014,36009,,4.15,2.24
36009,36009,,1.55,0.84
15018,36009,,19.25,10.4
15030,36009,,17.7,9.56
36017,36009,,7.3,3.94
27018,36009,,18.2,9.83
36023,36009,,6.75,3.65
32034,36009,,13.55,7.32
36901,36009,,9.35,5.05
36025,36009,,3.65,1.97
15041,36009,,16.15,8.72
32047,36009,,5.7,3.08
32048,36009,,14.55,7.86
27044,36009,,16.65,8.99
32059,36009,,5.2,2.81
32063,36009,,10.4,5.62
27047,36009,,9.35,5.05
15067,36009,,11.95,6.46
27048,36009,,17.7,9.56
32072,36009,,11.95,6.46
32080,36009,,8.35,4.51
32083,36009,,16.65,8.99
27001,36009,,17.15,9.26
15001,36009,,16.65,8.99
36020,36009,,8.35,4.51
27002,36009,,19.75,10.67
32001,36009,,5.7,3.08
15002,36009,,11.45,6.19
32002,36009,,4.15,2.24
27003,36009,,8.85,4.78
15003,36009,,13.55,7.32
36001,36009,,1.55,0.84
15004,36009,,19.25,10.4
15005,36009,,18.2,9.83
15006,36009,,10.4,5.62
36034,36009,,2.6,1.4
27037,36009,,14.55,7.86
15070,36009,,16.65,8.99
15081,36009,,21.35,11.53
32004,36009,,2.1,1.13
36003,36009,,6.25,3.38
27004,36009,,15.6,8.42
32005,36009,,8.85,4.78
32006,36009,,4.7,2.54
32007,36009,,6.25,3.38
27901,36009,,13.55,7.32
32008,36009,,4.15,2.24
27005,36009,,20.3,10.96
36002,36009,,7.8,4.21
32010,36009,,2.1,1.13
32011,36009,,3.65,1.97
27006,36009,,13.55,7.32
27007,36009,,13.55,7.32
15008,36009,,17.15,9.26
15009,36009,,16.65,8.99
32013,36009,,4.15,2.24
15010,36009,,11.45,6.19
15011,36009,,11.45,6.19
15012,36009,,10.4,5.62
27008,36009,,9.35,5.05
15013,36009,,11.45,6.19
36004,36009,,6.75,3.65
27902,36009,,21.85,11.8
15014,36009,,17.15,9.26
15015,36009,,18.2,9.83
36005,36009,,8.85,4.78
32016,36009,,6.25,3.38
15016,36009,,17.7,9.56
36006,36009,,8.85,4.78
15017,36009,,17.15,9.26
36007,36009,,8.35,4.51
36008,36009,,6.25,3.38
32018,36009,,1.55,0.84
32017,36009,,13.55,7.32
27009,36009,,5.7,3.08
15019,36009,,15.6,8.42
15901,36009,,23.4,12.64
15020,36009,,16.15,8.72
15021,36009,,15.6,8.42
32020,36009,,3.65,1.97
32022,36009,,2.6,1.4
32021,36009,,10.9,5.89
32023,36009,,8.35,4.51
27010,36009,,14.55,7.86
27011,36009,,14.55,7.86
36010,36009,,9.9,5.35
15022,36009,,21.85,11.8
15023,36009,,16.65,8.99
32024,36009,,3.65,1.97
32025,36009,,2.6,1.4
15024,36009,,15.1,8.15
36902,36009,,5.2,2.81
15025,36009,,21.35,11.53
27012,36009,,15.1,8.15
27013,36009,,21.35,11.53
32029,36009,,9.35,5.05
27016,36009,,6.75,3.65
15027,36009,,17.15,9.26
32026,36009,,4.7,2.54
15028,36009,,16.65,8.99
15029,36009,,15.6,8.42
32027,36009,,1.55,0.84
27015,36009,,15.1,8.15
36013,36009,,1.55,0.84
36014,36009,,1.55,0.84
32028,36009,,9.9,5.35
15031,36009,,17.15,9.26
36015,36009,,9.35,5.05
15032,36009,,12.5,6.75
15033,36009,,10.4,5.62
36016,36009,,5.7,3.08
15034,36009,,15.6,8.42
32030,36009,,6.25,3.38
32031,36009,,5.7,3.08
15035,36009,,19.25,10.4
15036,36009,,19.75,10.67
15037,36009,,17.7,9.56
27017,36009,,12.5,6.75
36018,36009,,4.15,2.24
36019,36009,,3.1,1.67
27019,36009,,20.8,11.23
15038,36009,,11.95,6.46
27020,36009,,11.95,6.46
32033,36009,,2.1,1.13
36021,36009,,5.7,3.08
27022,36009,,13.55,7.32
27023,36009,,9.9,5.35
15039,36009,,17.7,9.56
36024,36009,,6.75,3.65
27026,36009,,11.45,6.19
32038,36009,,11.95,6.46
15040,36009,,17.15,9.26
32039,36009,,9.9,5.35
32040,36009,,2.6,1.4
32041,36009,,5.2,2.81
32042,36009,,6.25,3.38
27027,36009,,19.25,10.4
15042,36009,,12.5,6.75
27028,36009,,12.5,6.75
32043,36009,,6.25,3.38
15043,36009,,17.15,9.26
32044,36009,,10.9,5.89
15044,36009,,24.45,13.21
36026,36009,,6.75,3.65
32045,36009,,3.1,1.67
15045,36009,,14.55,7.86
36027,36009,,8.85,4.78
27029,36009,,16.15,8.72
36028,36009,,7.8,4.21
15046,36009,,9.9,5.35
32046,36009,,1.55,0.84
15047,36009,,14.55,7.86
15048,36009,,17.7,9.56
36029,36009,,6.25,3.38
15049,36009,,20.8,11.23
36030,36009,,2.1,1.13
36031,36009,,2.1,1.13
27030,36009,,18.75,10.13
15050,36009,,18.75,10.13
27031,36009,,8.35,4.51
32049,36009,,7.8,4.21
32050,36009,,9.35,5.05
27032,36009,,8.85,4.78
36032,36009,,8.85,4.78
36033,36009,,3.65,1.97
15051,36009,,19.25,10.4
32051,36009,,5.7,3.08
27033,36009,,17.15,9.26
15053,36009,,15.1,8.15
15052,36009,,17.7,9.56
15054,36009,,19.25,10.4
27034,36009,,17.7,9.56
15055,36009,,19.25,10.4
15056,36009,,13.0,7.02
27035,36009,,21.35,11.53
36035,36009,,5.7,3.08
32052,36009,,5.7,3.08
15057,36009,,12.5,6.75
32009,36009,,13.0,7.02
32015,36009,,12.5,6.75
32019,36009,,3.1,1.67
27014,36009,,13.0,7.02
36022,36009,,9.35,5.05
27024,36009,,10.4,5.62
32035,36009,,4.7,2.54
27043,36009,,11.45,6.19
32058,36009,,5.2,2.81
15066,36009,,11.45,6.19
36039,36009,,3.1,1.67
36048,36009,,6.75,3.65
27058,36009,,7.8,4.21
27063,36009,,19.75,10.67
27064,36009,,24.95,13.48
36036,36009,,7.8,4.21
32053,36009,,10.4,5.62
15058,36009,,17.15,9.26
15059,36009,,13.55,7.32
15060,36009,,12.5,6.75
15061,36009,,22.9,12.37
32012,36009,,8.35,4.51
32054,36009,,4.15,2.24
27038,36009,,18.75,10.13
27039,36009,,13.55,7.32
15062,36009,,13.0,7.02
15902,36009,,17.15,9.26
15064,36009,,17.15,9.26
32055,36009,,5.2,2.81
32056,36009,,2.1,1.13
15065,36009,,10.4,5.62
27040,36009,,9.9,5.35
27041,36009,,7.3,3.94
32057,36009,,7.8,4.21
27042,36009,,9.9,5.35
36037,36009,,3.1,1.67
27045,36009,,14.05,7.59
32060,36009,,11.95,6.46
32061,36009,,5.2,2.81
36041,36009,,6.75,3.65
27046,36009,,15.1,8.15
36043,36009,,4.15,2.24
36042,36009,,2.6,1.4
15068,36009,,17.7,9.56
36044,36009,,9.9,5.35
15069,36009,,18.2,9.83
32064,36009,,2.1,1.13
36038,36009,,6.75,3.65
32062,36009,,5.7,3.08
36040,36009,,8.35,4.51
15071,36009,,13.55,7.32
27049,36009,,9.9,5.35
32065,36009,,3.1,1.67
32066,36009,,2.6,1.4
27050,36009,,10.9,5.89
27056,36009,,13.55,7.32
32067,36009,,5.2,2.81
32068,36009,,2.6,1.4
36045,36009,,4.7,2.54
15072,36009,,10.9,5.89
32069,36009,,1.55,0.84
27051,36009,,21.85,11.8
36046,36009,,8.85,4.78
27052,36009,,10.4,5.62
15073,36009,,13.0,7.02
27053,36009,,16.65,8.99
32071,36009,,11.95,6.46
27054,36009,,17.7,9.56
36047,36009,,6.75,3.65
15074,36009,,11.45,6.19
32073,36009,,13.55,7.32
15075,36009,,17.15,9.26
36049,36009,,3.1,1.67
36050,36009,,2.6,1.4
27055,36009,,11.45,6.19
32074,36009,,2.6,1.4
32075,36009,,4.7,2.54
32076,36009,,4.7,2.54
15076,36009,,20.3,10.96
32070,36009,,9.9,5.35
32077,36009,,7.3,3.94
15077,36009,,14.55,7.86
15078,36009,,11.45,6.19
15079,36009,,9.35,5.05
36051,36009,,8.35,4.51
32078,36009,,8.35,4.51
27057,36009,,10.9,5.89
36052,36009,,8.35,4.51
27059,36009,,7.8,4.21
15080,36009,,11.45,6.19
36053,36009,,5.2,2.81
27060,36009,,7.8,4.21
32079,36009,,5.2,2.81
15082,36009,,11.45,6.19
32081,36009,,3.65,1.97
36054,36009,,5.7,3.08
15083,36009,,11.45,6.19
15084,36009,,13.55,7.32
15085,36009,,10.4,5.62
27061,36009,,18.75,10.13
32082,36009,,8.35,4.51
15086,36009,,13.0,7.02
27062,36009,,12.5,6.75
36055,36009,,4.7,2.54
15088,36009,,13.55,7.32
15087,36009,,20.8,11.23
36056,36009,,9.9,5.35
15089,36009,,10.9,5.89
32084,36009,,4.15,2.24
32085,36009,,10.4,5.62
32086,36009,,15.1,8.15
36057,36009,,4.7,2.54
36059,36009,,8.85,4.78
36058,36009,,6.25,3.38
36060,36009,,9.35,5.05
27065,36009,,15.1,8.15
32087,36009,,4.15,2.24
32088,36009,,12.5,6.75
36061,36009,,9.35,5.05
32089,36009,,7.3,3.94
32090,36009,,5.2,2.81
32091,36009,,11.45,6.19
32092,36009,,15.1,8.15
15091,36009,,17.7,9.56
15090,36009,,11.95,6.46
15092,36009,,16.65,8.99
27066,36009,,19.75,10.67
27021,36009,,16.15,8.72
32032,36009,,7.8,4.21
27025,36009,,20.8,11.23
32036,36009,,6.25,3.38
32037,36009,,6.25,3.38
15093,36009,,16.15,8.72
32003,15018,,18.2,9.83
15007,15018,,10.4,5.62
32014,15018,,19.75,10.67
36009,15018,,19.25,10.4
15018,15018,,1.55,0.84
15030,15018,,4.15,2.24
36017,15018,,10.4,5.62
27018,15018,,10.9,5.89
36023,15018,,20.8,11.23
32034,15018,,26.55,14.34
36901,15018,,13.55,7.32
36025,15018,,15.6,8.42
15041,15018,,5.7,3.08
32047,15018,,18.75,10.13
32048,15018,,27.6,14.9
27044,15018,,7.3,3.94
32059,15018,,16.65,8.99
32063,15018,,18.2,9.83
27047,15018,,14.05,7.59
15067,15018,,13.55,7.32
27048,15018,,9.35,5.05
32072,15018,,18.2,9.83
32080,15018,,16.65,8.99
32083,15018,,20.8,11.23
27001,15018,,6.25,3.38
15001,15018,,3.1,1.67
36020,15018,,8.85,4.78
27002,15018,,8.85,4.78
32001,15018,,18.75,10.13
15002,15018,,8.85,4.78
32002,15018,,15.6,8.42
27003,15018,,8.85,4.78
15003,15018,,3.65,1.97
36001,15018,,20.3,10.96
15004,15018,,1.55,0.84
15005,15018,,4.7,2.54
15006,15018,,7.3,3.94
36034,15018,,19.25,10.4
27037,15018,,13.0,7.02
15070,15018,,3.1,1.67
15081,15018,,2.1,1.13
32004,15018,,15.6,8.42
36003,15018,,18.2,9.83
27004,15018,,10.9,5.89
32005,15018,,21.85,11.8
32006,15018,,20.8,11.23
32007,15018,,19.25,10.4
27901,15018,,11.45,6.19
32008,15018,,17.7,9.56
27005,15018,,9.35,5.05
36002,15018,,12.5,6.75
32010,15018,,16.65,8.99
32011,15018,,14.05,7.59
27006,15018,,12.5,6.75
27007,15018,,6.25,3.38
15008,15018,,2.6,1.4
15009,15018,,2.6,1.4
32013,15018,,14.55,7.86
15010,15018,,6.25,3.38
15011,15018,,12.5,6.75
15012,15018,,8.85,4.78
27008,15018,,13.0,7.02
15013,15018,,9.35,5.05
36004,15018,,15.1,8.15
27902,15018,,8.85,4.78
15014,15018,,9.9,5.35
15015,15018,,1.55,0.84
36005,15018,,11.45,6.19
32016,15018,,22.35,12.07
15016,15018,,11.45,6.19
36006,15018,,13.0,7.02
15017,15018,,3.65,1.97
36007,15018,,11.95,6.46
36008,15018,,15.6,8.42
32018,15018,,17.7,9.56
32017,15018,,19.75,10.67
27009,15018,,11.95,6.46
15019,15018,,7.3,3.94
15901,15018,,4.7,2.54
15020,15018,,13.55,7.32
15021,15018,,4.15,2.24
32020,15018,,18.75,10.13
32022,15018,,16.65,8.99
32021,15018,,23.95,12.94
32023,15018,,16.65,8.99
27010,15018,,7.3,3.94
27011,15018,,9.9,5.35
36010,15018,,11.45,6.19
15022,15018,,3.1,1.67
15023,15018,,12.5,6.75
32024,15018,,19.75,10.67
32025,15018,,16.65,8.99
15024,15018,,5.2,2.81
36902,15018,,12.5,6.75
15025,15018,,2.6,1.4
27012,15018,,13.55,7.32
27013,15018,,7.8,4.21
32029,15018,,18.75,10.13
27016,15018,,10.9,5.89
15027,15018,,3.1,1.67
32026,15018,,16.15,8.72
15028,15018,,13.0,7.02
15029,15018,,7.3,3.94
32027,15018,,18.75,10.13
27015,15018,,5.7,3.08
36013,15018,,17.7,9.56
36014,15018,,20.3,10.96
32028,15018,,22.9,12.37
15031,15018,,3.65,1.97
36015,15018,,10.4,5.62
15032,15018,,4.7,2.54
15033,15018,,10.4,5.62
36016,15018,,13.55,7.32
15034,15018,,13.55,7.32
32030,15018,,22.9,12.37
32031,15018,,18.75,10.13
15035,15018,,1.55,0.84
15036,15018,,1.55,0.84
15037,15018,,13.55,7.32
27017,15018,,17.15,9.26
36018,15018,,13.0,7.02
36019,15018,,15.6,8.42
27019,15018,,9.9,5.35
15038,15018,,6.25,3.38
27020,15018,,7.8,4.21
32033,15018,,19.25,10.4
36021,15018,,17.7,9.56
27022,15018,,4.7,2.54
27023,15018,,10.4,5.62
15039,15018,,2.6,1.4
36024,15018,,12.5,6.75
27026,15018,,9.9,5.35
32038,15018,,18.2,9.83
15040,15018,,10.4,5.62
32039,15018,,22.9,12.37
32040,15018,,16.15,8.72
32041,15018,,21.35,11.53
32042,15018,,22.9,12.37
27027,15018,,8.35,4.51
15042,15018,,11.45,6.19
27028,15018,,8.35,4.51
32043,15018,,19.25,10.4
15043,15018,,8.35,4.51
32044,15018,,18.75,10.13
15044,15018,,6.25,3.38
36026,15018,,14.05,7.59
32045,15018,,15.6,8.42
15045,15018,,11.45,6.19
36027,15018,,14.05,7.59
27029,15018,,7.8,4.21
36028,15018,,13.0,7.02
15046,15018,,6.75,3.65
32046,15018,,18.2,9.83
15047,15018,,4.7,2.54
15048,15018,,2.1,1.13
36029,15018,,16.15,8.72
15049,15018,,2.1,1.13
36030,15018,,16.65,8.99
36031,15018,,16.65,8.99
27030,15018,,7.8,4.21
15050,15018,,1.55,0.84
27031,15018,,14.05,7.59
32049,15018,,17.7,9.56
32050,15018,,22.9,12.37
27032,15018,,8.85,4.78
36032,15018,,11.45,6.19
36033,15018,,16.65,8.99
15051,15018,,1.55,0.84
32051,15018,,21.85,11.8
27033,15018,,4.15,2.24
15053,15018,,13.55,7.32
15052,15018,,12.5,6.75
15054,15018,,1.55,0.84
27034,15018,,14.05,7.59
15055,15018,,1.55,0.84
15056,15018,,9.9,5.35
27035,15018,,14.05,7.59
36035,15018,,17.15,9.26
32052,15018,,18.75,10.13
15057,15018,,11.45,6.19
32009,15018,,19.25,10.4
32015,15018,,19.25,10.4
32019,15018,,15.6,8.42
27014,15018,,9.35,5.05
36022,15018,,15.1,8.15
27024,15018,,13.0,7.02
32035,15018,,14.05,7.59
27043,15018,,10.4,5.62
32058,15018,,18.2,9.83
15066,15018,,7.8,4.21
36039,15018,,17.15,9.26
36048,15018,,20.3,10.96
27058,15018,,14.05,7.59
27063,15018,,7.3,3.94
27064,15018,,6.25,3.38
36036,15018,,20.3,10.96
32053,15018,,23.95,12.94
15058,15018,,3.65,1.97
15059,15018,,5.7,3.08
15060,15018,,6.75,3.65
15061,15018,,4.7,2.54
32012,15018,,21.35,11.53
32054,15018,,17.15,9.26
27038,15018,,5.2,2.81
27039,15018,,7.3,3.94
15062,15018,,11.45,6.19
15902,15018,,3.65,1.97
15064,15018,,2.1,1.13
32055,15018,,18.2,9.83
32056,15018,,19.75,10.67
15065,15018,,10.4,5.62
27040,15018,,8.35,4.51
27041,15018,,15.1,8.15
32057,15018,,20.8,11.23
27042,15018,,11.45,6.19
36037,15018,,15.6,8.42
27045,15018,,14.05,7.59
32060,15018,,18.2,9.83
32061,15018,,14.55,7.86
36041,15018,,13.55,7.32
27046,15018,,8.35,4.51
36043,15018,,15.1,8.15
36042,15018,,17.7,9.56
15068,15018,,9.35,5.05
36044,15018,,10.4,5.62
15069,15018,,1.55,0.84
32064,15018,,19.25,10.4
36038,15018,,13.55,7.32
32062,15018,,21.85,11.8
36040,15018,,12.5,6.75
15071,15018,,12.5,6.75
27049,15018,,10.9,5.89
32065,15018,,16.15,8.72
32066,15018,,19.25,10.4
27050,15018,,16.15,8.72
27056,15018,,7.3,3.94
32067,15018,,20.8,11.23
32068,15018,,18.75,10.13
36045,15018,,15.1,8.15
15072,15018,,11.95,6.46
32069,15018,,17.7,9.56
27051,15018,,10.9,5.89
36046,15018,,13.55,7.32
27052,15018,,15.6,8.42
15073,15018,,14.05,7.59
27053,15018,,8.85,4.78
32071,15018,,24.95,13.48
27054,15018,,8.85,4.78
36047,15018,,9.9,5.35
15074,15018,,9.9,5.35
32073,15018,,19.75,10.67
15075,15018,,2.6,1.4
36049,15018,,17.7,9.56
36050,15018,,18.2,9.83
27055,15018,,11.95,6.46
32074,15018,,16.15,8.72
32075,15018,,17.7,9.56
32076,15018,,14.55,7.86
15076,15018,,1.55,0.84
32070,15018,,17.15,9.26
32077,15018,,20.3,10.96
15077,15018,,9.9,5.35
15078,15018,,8.35,4.51
15079,15018,,7.3,3.94
36051,15018,,14.55,7.86
32078,15018,,21.85,11.8
27057,15018,,10.9,5.89
36052,15018,,11.45,6.19
27059,15018,,15.1,8.15
15080,15018,,5.2,2.81
36053,15018,,14.55,7.86
27060,15018,,9.9,5.35
32079,15018,,18.75,10.13
15082,15018,,8.85,4.78
32081,15018,,17.15,9.26
36054,15018,,19.25,10.4
15083,15018,,6.25,3.38
15084,15018,,7.3,3.94
15085,15018,,8.85,4.78
27061,15018,,9.35,5.05
32082,15018,,21.35,11.53
15086,15018,,7.3,3.94
27062,15018,,13.0,7.02
36055,15018,,18.2,9.83
15088,15018,,8.35,4.51
15087,15018,,2.1,1.13
36056,15018,,10.4,5.62
15089,15018,,8.85,4.78
32084,15018,,20.3,10.96
32085,15018,,23.4,12.64
32086,15018,,20.8,11.23
36057,15018,,16.15,8.72
36059,15018,,8.85,4.78
36058,15018,,14.55,7.86
36060,15018,,12.5,6.75
27065,15018,,4.7,2.54
32087,15018,,15.6,8.42
32088,15018,,18.75,10.13
36061,15018,,13.0,7.02
32089,15018,,20.3,10.96
32090,15018,,20.3,10.96
32091,15018,,24.45,13.21
32092,15018,,21.35,11.53
15091,15018,,2.1,1.13
15090,15018,,5.7,3.08
15092,15018,,10.4,5.62
27066,15018,,6.75,3.65
27021,15018,,3.1,1.67
32032,15018,,20.8,11.23
27025,15018,,7.3,3.94
32036,15018,,19.75,10.67
32037,15018,,19.25,10.4
15093,15018,,9.35,5.05
32003,15030,,16.65,8.99
15007,15030,,6.75,3.65
32014,15030,,18.2,9.83
36009,15030,,17.7,9.56
15018,15030,,4.15,2.24
15030,15030,ATM A CORUÑA,1.55,0.54
36017,15030,,8.85,4.78
27018,15030,,13.55,7.32
36023,15030,,19.25,10.4
32034,15030,,24.95,13.48
36901,15030,,11.95,6.46
36025,15030,,14.05,7.59
15041,15030,ATM A CORUÑA,3.05,1.18
32047,15030,,17.15,9.26
32048,15030,,26.0,14.04
27044,15030,,9.9,5.35
32059,15030,,15.6,8.42
32063,15030,,18.75,10.13
27047,15030,,14.05,7.59
15067,15030,,11.95,6.46
27048,15030,,13.0,7.02
32072,15030,,18.2,9.83
32080,15030,,16.65,8.99
32083,15030,,20.8,11.23
27001,15030,,9.35,5.05
15001,15030,ATM A CORUÑA,2.35,0.83
36020,15030,,8.35,4.51
27002,15030,,13.0,7.02
32001,15030,,17.7,9.56
15002,15030,,7.3,3.94
32002,15030,,14.55,7.86
27003,15030,,8.35,4.51
15003,15030,,4.15,2.24
36001,15030,,18.75,10.13
15004,15030,,4.15,2.24
15005,15030,ATM A CORUÑA,1.55,0.54
15006,15030,,6.25,3.38
36034,15030,,17.7,9.56
27037,15030,,13.55,7.32
15070,15030,,7.8,4.21
15081,15030,,6.75,3.65
32004,15030,,14.05,7.59
36003,15030,,17.15,9.26
27004,15030,,10.9,5.89
32005,15030,,20.8,11.23
32006,15030,,19.25,10.4
32007,15030,,18.2,9.83
27901,15030,,11.45,6.19
32008,15030,,16.15,8.72
27005,15030,,13.0,7.02
36002,15030,,11.45,6.19
32010,15030,,15.1,8.15
32011,15030,,12.5,6.75
27006,15030,,12.5,6.75
27007,15030,,6.25,3.38
15008,15030,ATM A CORUÑA,2.35,0.83
15009,15030,ATM A CORUÑA,2.35,0.83
32013,15030,,13.55,7.32
15010,15030,,5.2,2.81
15011,15030,,11.45,6.19
15012,15030,,7.3,3.94
27008,15030,,13.0,7.02
15013,15030,,7.8,4.21
36004,15030,,14.05,7.59
27902,15030,,14.05,7.59
15014,15030,,6.25,3.38
15015,15030,,3.65,1.97
36005,15030,,10.4,5.62
32016,15030,,20.8,11.23
15016,15030,,7.8,4.21
36006,15030,,11.95,6.46
15017,15030,ATM A CORUÑA,1.55,0.54
36007,15030,,10.9,5.89
36008,15030,,14.55,7.86
32018,15030,,16.65,8.99
32017,15030,,19.75,10.67
27009,15030,,14.55,7.86
15019,15030,ATM A CORUÑA,5.3,2.01
15901,15030,,8.35,4.51
15020,15030,,9.35,5.05
15021,15030,ATM A CORUÑA,2.35,0.83
32020,15030,,17.7,9.56
32022,15030,,15.6,8.42
32021,15030,,22.35,12.07
32023,15030,,16.65,8.99
27010,15030,,8.85,4.78
27011,15030,,10.4,5.62
36010,15030,,9.9,5.35
15022,15030,,6.75,3.65
15023,15030,,8.85,4.78
32024,15030,,18.2,9.83
32025,15030,,15.1,8.15
15024,15030,ATM A CORUÑA,3.05,1.18
36902,15030,,10.9,5.89
15025,15030,,6.75,3.65
27012,15030,,13.55,7.32
27013,15030,,13.0,7.02
32029,15030,,21.35,11.53
27016,15030,,10.9,5.89
15027,15030,,2.6,1.4
32026,15030,,14.55,7.86
15028,15030,,8.85,4.78
15029,15030,,3.65,1.97
32027,15030,,17.7,9.56
27015,15030,,7.8,4.21
36013,15030,,16.65,8.99
36014,15030,,18.75,10.13
32028,15030,,21.35,11.53
15031,15030,ATM A CORUÑA,1.55,0.54
36015,15030,,9.35,5.05
15032,15030,ATM A CORUÑA,5.3,2.01
15033,15030,,8.85,4.78
36016,15030,,11.95,6.46
15034,15030,,9.35,5.05
32030,15030,,21.35,11.53
32031,15030,,17.7,9.56
15035,15030,,4.15,2.24
15036,15030,,4.7,2.54
15037,15030,,9.35,5.05
27017,15030,,17.7,9.56
36018,15030,,11.95,6.46
36019,15030,,14.55,7.86
27019,15030,,13.0,7.02
15038,15030,,5.7,3.08
27020,15030,,7.3,3.94
32033,15030,,17.7,9.56
36021,15030,,16.65,8.99
27022,15030,,5.2,2.81
27023,15030,,9.35,5.05
15039,15030,,3.1,1.67
36024,15030,,10.9,5.89
27026,15030,,10.4,5.62
32038,15030,,18.75,10.13
15040,15030,,6.25,3.38
32039,15030,,21.35,11.53
32040,15030,,14.55,7.86
32041,15030,,20.3,10.96
32042,15030,,21.35,11.53
27027,15030,,11.95,6.46
15042,15030,,9.9,5.35
27028,15030,,8.85,4.78
32043,15030,,18.2,9.83
15043,15030,,4.7,2.54
32044,15030,,19.25,10.4
15044,15030,,9.9,5.35
36026,15030,,13.0,7.02
32045,15030,,14.05,7.59
15045,15030,,7.8,4.21
36027,15030,,12.5,6.75
27029,15030,,10.4,5.62
36028,15030,,11.45,6.19
15046,15030,,6.25,3.38
32046,15030,,17.15,9.26
15047,15030,,3.1,1.67
15048,15030,ATM A CORUÑA,3.7,1.45
36029,15030,,14.55,7.86
15049,15030,,5.7,3.08
36030,15030,,15.6,8.42
36031,15030,,15.6,8.42
27030,15030,,10.9,5.89
15050,15030,,3.65,1.97
27031,15030,,14.05,7.59
32049,15030,,19.75,10.67
32050,15030,,21.35,11.53
27032,15030,,8.35,4.51
36032,15030,,9.9,5.35
36033,15030,,15.1,8.15
15051,15030,,4.15,2.24
32051,15030,,20.3,10.96
27033,15030,,8.85,4.78
15053,15030,,9.35,5.05
15052,15030,,8.35,4.51
15054,15030,,4.7,2.54
27034,15030,,14.05,7.59
15055,15030,,4.15,2.24
15056,15030,,7.3,3.94
27035,15030,,16.65,8.99
36035,15030,,15.6,8.42
32052,15030,,17.7,9.56
15057,15030,,9.9,5.35
32009,15030,,19.25,10.4
32015,15030,,19.25,10.4
32019,15030,,14.05,7.59
27014,15030,,9.9,5.35
36022,15030,,13.55,7.32
27024,15030,,13.55,7.32
32035,15030,,13.0,7.02
27043,15030,,10.4,5.62
32058,15030,,16.65,8.99
15066,15030,,6.75,3.65
36039,15030,,15.6,8.42
36048,15030,,18.75,10.13
27058,15030,,11.95,6.46
27063,15030,,11.95,6.46
27064,15030,,9.9,5.35
36036,15030,,18.75,10.13
32053,15030,,22.35,12.07
15058,15030,ATM A CORUÑA,1.55,0.54
15059,15030,ATM A CORUÑA,3.7,1.45
15060,15030,,5.2,2.81
15061,15030,,8.35,4.51
32012,15030,,20.3,10.96
32054,15030,,16.15,8.72
27038,15030,,9.9,5.35
27039,15030,,7.8,4.21
15062,15030,,8.35,4.51
15902,15030,ATM A CORUÑA,3.05,1.18
15064,15030,,2.1,1.13
32055,15030,,16.65,8.99
32056,15030,,18.2,9.83
15065,15030,,8.85,4.78
27040,15030,,7.8,4.21
27041,15030,,13.0,7.02
32057,15030,,19.25,10.4
27042,15030,,11.95,6.46
36037,15030,,14.55,7.86
27045,15030,,14.55,7.86
32060,15030,,18.2,9.83
32061,15030,,13.0,7.02
36041,15030,,12.5,6.75
27046,15030,,9.9,5.35
36043,15030,,13.55,7.32
36042,15030,,16.65,8.99
15068,15030,,5.7,3.08
36044,15030,,8.85,4.78
15069,15030,,3.65,1.97
32064,15030,,18.2,9.83
36038,15030,,11.95,6.46
32062,15030,,20.3,10.96
36040,15030,,10.9,5.89
15071,15030,,9.9,5.35
27049,15030,,10.9,5.89
32065,15030,,14.55,7.86
32066,15030,,17.7,9.56
27050,15030,,16.15,8.72
27056,15030,,7.3,3.94
32067,15030,,19.25,10.4
32068,15030,,17.15,9.26
36045,15030,,13.55,7.32
15072,15030,,10.9,5.89
32069,15030,,16.15,8.72
27051,15030,,14.05,7.59
36046,15030,,11.95,6.46
27052,15030,,16.15,8.72
15073,15030,,13.0,7.02
27053,15030,,11.45,6.19
32071,15030,,23.4,12.64
27054,15030,,11.95,6.46
36047,15030,,12.5,6.75
15074,15030,,8.35,4.51
32073,15030,,19.75,10.67
15075,15030,ATM A CORUÑA,2.35,0.83
36049,15030,,16.65,8.99
36050,15030,,17.15,9.26
27055,15030,,12.5,6.75
32074,15030,,14.55,7.86
32075,15030,,16.15,8.72
32076,15030,,13.55,7.32
15076,15030,,5.2,2.81
32070,15030,,17.7,9.56
32077,15030,,18.75,10.13
15077,15030,,5.7,3.08
15078,15030,,6.75,3.65
15079,15030,,7.3,3.94
36051,15030,,13.0,7.02
32078,15030,,20.3,10.96
27057,15030,,11.45,6.19
36052,15030,,9.9,5.35
27059,15030,,15.1,8.15
15080,15030,,5.7,3.08
36053,15030,,13.0,7.02
27060,15030,,9.35,5.05
32079,15030,,17.15,9.26
15082,15030,,7.3,3.94
